Комитет конгресса США одобрил законопроект о санкциях против МУС 
ТАСС узнал о проверке Макаревича по делу об экстремизме 
Большинство мест в парламенте Индии получила партия Моди 
NYT узнала о расхождении приоритетов США и Украины 
Израиль сообщил о гибели еще четырех заложников в секторе Газа 
В Днепре прогремели взрывы 
Reuters узнал о «затишье перед бурей» в США из-за радикальных трампистов 
Адвокат назвал условия возращения Иванову арестованного имущества 
Шольц оценил угрозу эскалации при ударах по России немецким оружием 
В МИДе рассказали об отказавшихся ехать на июньский саммит странах 
Глава Республики Алтай Олег Хорохордин объявил об отставке 
Италия объявила о поставке Украине системы ПВО 
В Мексике застрелили мэра-женщину после победы президента-женщины 
Кадры пожаров на севере Израиля после удара «Хезболлы» 
Суд в Москве признал внебрачного сына Жириновского 
В кабмине Италии предложили Макрону надеть каску и поехать на Украину 
Раненый военный рассказал о требовании командира вернуться в Луганск 
СК потребовал арестовать белорусского гребца по делу о наемничестве 
"МИД сообщил, что России не нравится отношение талибов к женщинам "
Последний ельцинский губернатор уйдет из Совфеда 
Что означает назначение Андрея Турчака главой Алтая 
К заместителю Кличко пришли с обысками по делу о вымогательстве 
В зоне военной операции впервые применили комплекс-камикадзе «Лягушка» 
Военная операция на Украине. Главное 
На Украине в эфире телемарафона в студии пропал свет 
Почему провалился фермерский протест перед выборами в Европе 
Байден не исключил использование военной силы США для защиты Тайваня 
Гладков сообщил о двух пострадавших при сбросе взрывчатки с дрона 
В Грузии предложили запретить «ЛГБТ-пропаганду» и однополые браки 
"SZ узнала, что строительство Nord Stream 2 удалось благодаря Байдену "
Ушаков назвал участников пленарного заседания с Путиным на ПМЭФ 
Почему партия Моди показала на выборах наихудший результат за 15 лет 
Байден допустил отказ Украине во вступлении в НАТО 
В Курской области сбили четыре снаряда РСЗО «Ольха» 
"Канада ввела санкции против Азарова, Пшонки и Табачника "
Экс-командующий США в Европе объяснил запрет на удары ATACMS по России 
Лавров назвал французских военных на Украине законной целью для России 
Bloomberg назвал целью саммита в Швейцарии вовлечение России в переговоры 
"США ввели санкции против Мосбиржи, «Арктик СПГ» и СОГАЗ "
Фрегат «Адмирал Горшков» и подлодка «Казань» прибыли на Кубу 
"Пашинян объявил, что Армения выйдет из ОДКБ⁠ "
Глава Минобороны Словакии счел госизменой передачу Украине МиГ-29 
В Белоруссии заявили о готовности к применению ядерного оружия 
Венгрия отказалась участвовать в миссии НАТО по Украине 
Военные ударили «Искандером-М» по украинскому дивизиону С-300. Видео 
В МИД заявили о контроле ситуации с задержанной в Дании россиянкой 
Российские миротворцы покинули Нагорный Карабах 
Глава МИД Кубы выступил за дипломатическое решение конфликта на Украине 
Минобороны сообщило о групповом ударе по стоянкам самолетов ВСУ 
FT узнала о планах США ужесточить указ о вторичных санкциях из-за России 
В МИД России вызывали посла Австрии для выяснения претензий Вены 
Лукашенко и Пашинян поздравили Путина и россиян с Днем России 
Суд ЕС отклонил ходатайство ВЭБа об отмене санкций 
Жительница Шебекино получила ранения в результате обстрела 
NBC узнал о 8 задержанных в США за связи с ИГ граждан Таджикистана 
МИД назвал «уткой» данные о планах восстановить отношения Грузии и России 
В Крыму национализировали активы Яценюка и Джамалы 
Кремль сообщил о вечернем совещании Путина с Белоусовым и Герасимовым 
"США ввели санкции против Мосбиржи, проектов СПГ и ИТ. Главное "
Мосбиржа прекратит торги долларом и евро из-за санкций. Спецэфир РБК 
Полиция применила светошумовые гранаты против протестующих в Армении 
МИД Армении назвал ошибочной трактовку слов Пашиняна о выходе из ОДКБ 
США ввели санкции против Мосбиржи и НКЦ⁠ 
